wid hit.count mean.bad.ref mean.sys.out mean.ref min.hit.time mean.hit.time mean.concurrent max.concurrent max.const.seq.len reject.rate scores.flag time.flag seq.flag reject.flag 
M0788 6 43.4 71.9 99.6 1023.5 1943.3 1.7 2 6 0 - - - - 
M1111 2 59.4 55.7 58.8 318.5 420.2 2 2 2 0 flag(scrs) - - - 
M1296 8 68.3 75 98.5 428.3 1489.4 1.8 3 4 0 - - - - 
M0708 1 58.2 57.7 68.1 876 876 1 1 2 0 flag(scrs) - - - 
M1384 1 71.2 72.7 74.7 2981 2981 1 1 2 0 - - - - 
M1123 2 61.6 68.3 60.5 3065 5120.5 1 1 3 0 - - - - 
M1256 1 69.1 66.7 88.1 1017 1017 1 1 2 0 flag(scrs) - - - 
M1088 1 68.5 63.2 60.5 1380 1380 1 1 3 0 flag(scrs) - - - 
M0238 5 64.8 67.5 100 831 2357 1.4 2 5 0 - - - - 
M1322 1 52.4 64.1 100 1548 1548 1 1 3 0 - - - - 
M0124 1 71.6 71.5 69.8 1671 1671 1 1 2 0 flag(scrs) - - - 
M0361 3 71.4 70.4 73.8 232.5 727.2 2 2 2 0 flag(scrs) flag(time) - - 
M0035 1 62.8 67.9 99.7 1232 1232 1 1 2 0 - - - - 
M1206 3 87.5 88.9 100 2104.5 2783.7 2 2 4 0 - - - - 
M1133 1 0 0 0 433 433 1 1 83 0 flag(scrs) - flag(seq) - 
M0292 2 31.7 49.8 94.7 3217 4230 1 1 4 0 - - - - 
M0941 1 88.9 80.3 71.3 5766 5766 1 1 2 0 flag(scrs) - - - 
M0011 6 66.9 65.8 90.8 398.8 1070.2 2.7 4 9 0 flag(scrs) - - - 
M0843 1 70.3 77.2 71.9 1535 1535 1 1 2 0 - - - - 
M1333 5 72.3 76.4 99.2 1439.7 2149.4 2.4 3 3 0 - - - - 
M0641 2 61.5 65.6 69.9 1137 1711.5 1 1 4 0 - - - - 
M0739 1 93.4 89.7 99.1 1895 1895 1 1 2 0 flag(scrs) - - - 
M1228 58 90.7 90.8 91.5 38.2 232.7 21.5 25 4 0 - flag(time) - - 
M0900 1 21.9 70.2 99.9 3411 3411 1 1 4 0 - - - - 
M0481 1 86.5 86.4 92.9 1500 1500 1 1 2 0 flag(scrs) - - - 
M1097 1 70.7 63.7 75.8 2288 2288 1 1 3 0 flag(scrs) - - - 
M0185 1 76.5 77.6 99 1333 1333 1 1 3 0 - - - - 
M0204 1 91.2 91.4 99.6 2223 2223 1 1 6 0 - - - - 
M0157 2 65.3 79.3 92.6 2122 2460.5 1 1 2 0 - - - - 
M0810 6 70.4 79.8 98.6 1328.5 1922.8 1.8 2 6 0 - - - - 
M0581 20 55.9 55.2 68.3 63.3 316.4 7.4 11 5 0 flag(scrs) flag(time) - - 
M1366 3 31.5 33.2 32.3 935 1710 1 1 2 0 - - - - 
M0847 2 85.8 83.9 84.9 687 969.5 2 2 3 0 flag(scrs) - - - 
M0792 1 2.9 54.8 100 898 898 1 1 5 0 - - - - 
M0430 10 67.5 78.1 93.4 233.5 736.7 4.8 6 3 0 - flag(time) - - 
M1143 9 91.8 91.6 93.6 83 586.6 4 5 3 0 flag(scrs) flag(time) - - 
M0142 16 17.8 20 14.3 186.6 243.3 13.6 16 564 0 - flag(time) flag(seq) - 
M0685 1 70.3 71.6 80.4 1543 1543 1 1 2 0 - - - - 
M0000 7 58.1 73.8 96.8 1621 3418.8 1.3 2 5 0 - - - - 
M1420 1 0 0 0 377 377 1 1 98 0 flag(scrs) - flag(seq) - 
M0387 1 61.9 71.3 99.9 3293 3293 1 1 2 0 - - - - 
M0745 1 70 64.5 64.3 4846 4846 1 1 3 0 flag(scrs) - - - 
M0634 1 86.6 84.5 83.9 652 652 1 1 2 0 flag(scrs) - - - 
M1201 11 77.5 82 98.8 543.2 2004.9 2.1 4 7 0 - - - - 
M0268 1 46.3 83.3 99.9 5233 5233 1 1 4 0 - - - - 
M0092 2 60.4 62.2 76.9 460.5 706.8 2 2 3 0 - - - - 
M0390 2 71.7 77.7 92.5 1735 1863.5 1 1 3 0 - - - - 
M0369 1 71.8 68.9 65.3 1679 1679 1 1 2 0 flag(scrs) - - - 
M0565 1 65.7 62.8 72.6 2118 2118 1 1 2 0 flag(scrs) - - - 
M1142 1 52.9 53.5 45.9 335 335 1 1 4 0 - - - - 
M0031 1 44.4 34.3 70.8 549 549 1 1 9 0 flag(scrs) - - - 
M0322 1 55.7 56.7 53.2 4935 4935 1 1 0 0 - - - - 
M0638 2 25 34.4 100 2505 3529 1 1 2 0 - - - - 
M0112 2 69.7 75.6 63.2 406.5 528.8 2 2 2 0 - - - - 
M0260 1 67.5 64.3 67.1 739 739 1 1 4 0 flag(scrs) - - - 
M0382 1 70 74.6 50 746 746 1 1 4 0 - - - - 
M0981 3 12.6 73.4 99.7 181 885.2 1.7 2 6 0 - flag(time) - - 
M1102 1 62.9 59.3 61.2 3071 3071 1 1 0 0 flag(scrs) - - - 
M0562 1 58.2 65 69.6 3935 3935 1 1 2 0 - - - - 
M1344 36 86.3 85.8 85.8 16.9 129.5 12.4 19 3 0 flag(scrs) flag(time) - - 
M1336 2 54.8 55.7 57.8 206.5 237 2 2 0 0 - flag(time) - - 
M1252 1 80.5 80.2 81.2 557 557 1 1 3 0 flag(scrs) - - - 
M1385 2 78.2 75.1 72 850 1078.5 1 1 0 0 flag(scrs) - - - 
M0333 1 52.8 58.2 60.5 6848 6848 1 1 0 0 - - - - 
M1400 1 61.2 60.9 66.4 858 858 1 1 2 0 flag(scrs) - - - 
M1161 1 74.6 79.6 76.1 391 391 1 1 2 0 - - - - 
M0535 1 88.9 81.8 81.4 914 914 1 1 2 0 flag(scrs) - - - 
M0654 8 75.2 75.1 76 277.5 424.1 2.8 4 2 0 flag(scrs) flag(time) - - 
M0348 6 56.3 77.6 94.4 1278 1954.5 1 1 5 0 - - - - 
M1418 2 38.6 53.7 69.2 1706 1907.2 2 2 2 0 - - - - 
M0822 1 59.5 64.6 74.2 1848 1848 1 1 2 0 - - - - 
M0959 3 77.9 80.7 99.9 1567 3394.7 1 1 3 0 - - - - 
M0850 1 0 0 0 1251 1251 1 1 86 0 flag(scrs) - flag(seq) - 
M1405 3 84.3 81.7 79.9 427 608.3 1 1 2 0 flag(scrs) - - - 
M0589 2 69.9 61.2 82.2 1105.5 1219.5 2 2 2 0 flag(scrs) - - - 
M0971 1 54.4 55.6 48.9 1992 1992 1 1 3 0 - - - - 
M0848 1 66.1 73 96.1 2575 2575 1 1 4 0 - - - - 
M0867 2 59.3 68.3 96.2 2472 2811 1 1 2 0 - - - - 
M0583 4 68.4 67.4 67.7 95.7 406.7 2.2 3 4 0 flag(scrs) flag(time) - - 
M1042 3 79.2 79.2 74.5 256.3 660.9 2.3 3 4 0 - flag(time) - - 
M0131 1 0 1.5 0 1074 1074 1 1 77 0 - - flag(seq) - 
M0576 1 15.6 44.9 90.9 1565 1565 1 1 15 0 - - flag(seq) - 
M0087 1 66.6 66.1 65 2902 2902 1 1 2 0 flag(scrs) - - - 
M0976 9 53 65.3 100 700.2 1424.2 3 5 5 0 - - - - 
M0012 1 97 98.7 100 3008 3008 1 1 15 0 - - flag(seq) - 
M0762 1 NaN 0 NaN 248 248 1 1 2 0 flag(incomplete) - - - 
M0422 10 46.8 61.6 99.9 477.3 983 1.7 3 5 0 - - - - 
M0667 1 69.6 72.6 95.8 4554 4554 1 1 3 0 - - - - 
M0116 1 74.9 72.5 83.3 2663 2663 1 1 2 0 flag(scrs) - - - 
M0764 2 38.6 50.6 60.1 325 448.5 2 2 3 0 - - - - 
M0998 1 65.1 61.8 63.5 1148 1148 1 1 2 0 flag(scrs) - - - 
M1394 6 64.1 73.3 88.6 427 2226.5 1.7 2 55 0 - - flag(seq) - 
M0306 1 75 77.8 74.3 1155 1155 1 1 2 0 - - - - 
M0393 1 40.4 48.1 90.4 1625 1625 1 1 2 0 - - - - 
M0711 2 46.1 62.1 97.1 1783 2182 1 1 2 0 - - - - 
M0311 1 92.2 85.9 93.6 689 689 1 1 3 0 flag(scrs) - - - 
M0625 1 50.5 72.1 82.3 1730 1730 1 1 0 0 - - - - 
M0120 1 45 58.7 78.2 236 236 1 1 2 0 - flag(time) - - 
M0809 1 42.8 47.3 46.6 382 382 1 1 2 0 - - - - 
M1031 1 97.5 94.3 97.7 478 478 1 1 4 0 flag(scrs) - - - 
M0384 1 66.4 60.8 61.7 1242 1242 1 1 2 0 flag(scrs) - - - 
M0213 2 57.8 56.6 54.4 3839 4481.5 1 1 3 0 flag(scrs) - - - 
M1205 1 63.9 68.2 100 4736 4736 1 1 7 0 - - - - 
M1192 1 68.8 79.4 100 2351 2351 1 1 3 0 - - - - 
M0064 1 74.8 71.8 65.6 6800 6800 1 1 0 0 flag(scrs) - - - 
M0264 1 46.1 68.1 99.8 2133 2133 1 1 2 0 - - - - 
M0187 1 5.6 68 95.7 4007 4007 1 1 6 0 - - - - 
M0376 1 69.1 70.7 69.9 1902 1902 1 1 2 0 - - - - 
M1380 3 61.9 57.3 65.4 855 3229.7 1 1 2 0 flag(scrs) - - - 
M1167 2 74.3 71 72.2 1265 2147.5 2 2 3 0 flag(scrs) - - - 
M0930 1 72.8 72.9 72.7 2940 2940 1 1 5 0 - - - - 
M0695 1 53.6 57.2 98.6 1948 1948 1 1 4 0 - - - - 
M1288 5 66.3 72.6 89.9 437 1013 1 1 3 0 - - - - 
M1301 1 78 85.5 79.4 1026 1026 1 1 2 0 - - - - 
M1236 2 59.8 61.8 54.6 3253 3821 1 1 3 0 - - - - 
M0195 9 85.3 89.7 98.9 460 1553.4 1.7 2 4 0 - - - - 
M0413 4 47.1 61.1 97.3 344 1847.9 2 2 3 0 - - - - 
M0849 1 85.6 77.4 99.4 1520 1520 1 1 2 0 flag(scrs) - - - 
M0948 12 79.9 82.8 92.7 710.8 1853 2.2 4 4 0 - - - - 
M0254 4 67.2 57.8 62.8 1049.5 1270.1 1.5 2 3 0 flag(scrs) - - - 
M1124 1 47.5 60.4 42.4 1736 1736 1 1 2 0 - - - - 
M0130 7 74.4 84.3 99.9 1809 3444.2 1.3 2 5 0 - - - - 
M0539 5 61.3 61.7 64.4 196.8 313.8 3.4 4 2 0 - flag(time) - - 
M0704 7 83.9 83.2 93 758 2024.8 2.9 4 3 0 flag(scrs) - - - 
M0734 2 13.2 82.9 100 1655 1950 1 1 7 0 - - - - 
M1177 1 61.1 63.4 92.7 2033 2033 1 1 0 0 - - - - 
M0763 1 54.9 54 55.5 4802 4802 1 1 2 0 flag(scrs) - - - 
M0968 1 63.5 78.8 98.3 2006 2006 1 1 4 0 - - - - 
M1084 1 74.5 76.3 96.8 1543 1543 1 1 2 0 - - - - 
M0448 1 85.3 88.3 89.1 1875 1875 1 1 2 0 - - - - 
M1092 1 72.9 72.3 79.3 5580 5580 1 1 2 0 flag(scrs) - - - 
M1112 17 73.9 73.9 78.2 85.6 802.2 9 13 3 0 - flag(time) - - 
M1002 13 56.3 60.7 68.9 102.6 771.8 6.5 10 11 0 - flag(time) flag(seq) - 
M1355 1 88.9 97.9 98.6 1068 1068 1 1 8 0 - - - - 
M1110 44 69.5 69.8 69.8 47.5 642.8 8.9 11 3 0 - flag(time) - - 
M0043 1 89.3 68 62.5 3890 3890 1 1 3 0 flag(scrs) - - - 
M0339 1 77 72.1 66.7 3201 3201 1 1 3 0 flag(scrs) - - - 
M0154 7 65.1 67.2 89.4 239.3 754.4 3.1 4 4 0 - flag(time) - - 
M1173 1 77.1 65.8 59.9 498 498 1 1 3 0 flag(scrs) - - - 
M0955 21 75.1 76.5 77 103.6 246 7 11 2 0 - flag(time) - - 
M1062 1 55 80 96.8 731 731 1 1 5 0 - - - - 
M0239 2 68.9 66.7 67.3 668 851 1 1 4 0 flag(scrs) - - - 
M0899 2 61.5 60.1 99.5 1327 2170.5 1 1 5 0 flag(scrs) - - - 
M0106 1 22.3 52.9 99.6 1022 1022 1 1 4 0 - - - - 
M0676 1 72.2 63 75.2 776 776 1 1 3 0 flag(scrs) - - - 
M0551 1 65.4 38.9 61.2 1127 1127 1 1 24 0 flag(scrs) - flag(seq) - 
M0861 1 NaN 97.8 NaN 2448 2448 1 1 25 0 flag(incomplete) - - - 
M0076 1 87.6 79.2 97.3 1891 1891 1 1 2 0 flag(scrs) - - - 
M0018 2 75.3 95.6 99.7 1467 2218 1 1 70 0 - - flag(seq) - 
M0014 2 74.9 72.7 77.8 471 478 1 1 0 0 flag(scrs) - - - 
M0056 1 74.5 76.7 69.5 2438 2438 1 1 2 0 - - - - 
M0309 2 88.8 88.4 87.5 306 1190 1 1 2 0 flag(scrs) - - - 
M0594 1 61.4 67.6 100 3222 3222 1 1 8 0 - - - - 
M0103 1 67.9 66.8 69.5 518 518 1 1 2 0 flag(scrs) - - - 
M0460 7 62.1 68.8 85.6 283.5 1247.8 1.6 2 3 0 - flag(time) - - 
M1137 1 98.8 97.1 98.4 1227 1227 1 1 10 0 flag(scrs) - - - 
M1363 1 33.6 50.7 79.5 1864 1864 1 1 2 0 - - - - 
M0931 1 82.7 77.3 90.6 4551 4551 1 1 0 0 flag(scrs) - - - 
M0905 4 80 80.8 90.9 1151 1686.6 1.5 2 3 0 - - - - 
M0541 2 64.3 65.9 69.4 982 1040.5 1 1 4 0 - - - - 
M1265 1 69.7 70.2 94.2 598 598 1 1 3 0 - - - - 
M0461 1 35.6 79 97.7 6698 6698 1 1 2 0 - - - - 
M1270 4 75.9 82.4 95.8 637.5 1864.5 1.8 2 4 0 - - - - 
M0782 3 63 60 61.2 461 1617.3 1 1 2 0 flag(scrs) - - - 
M0633 1 71.7 63.1 71.6 711 711 1 1 2 0 flag(scrs) - - - 
M0158 3 50.6 57.3 81.6 891.5 1619.8 1.7 2 3 0 - - - - 
M0433 1 71.2 66.9 71.5 1139 1139 1 1 2 0 flag(scrs) - - - 
M0760 2 91.9 92.4 98.8 355 409 2 2 4 0 - - - - 
M0122 1 3.5 59 99 1589 1589 1 1 4 0 - - - - 
M1330 4 90 94.7 98.5 872 1122.5 1 1 6 0 - - - - 
M0606 2 61.5 55.2 94.7 714 1328 1 1 4 0 flag(scrs) - - - 
M0842 3 42.1 50.8 69.3 1767 2084 1.7 2 2 0 - - - - 
M0956 2 58 60.8 60.2 931 1047.5 1 1 2 0 - - - - 
M0935 2 69.3 66.9 84.9 1529 3235 1 1 2 0 flag(scrs) - - - 
M0175 1 6.1 80.4 93.5 1496 1496 1 1 3 0 - - - - 
M0088 8 56.4 58.2 60.3 38 312.5 6.5 8 4 0 - flag(time) - - 
M1140 1 71.1 73.4 68 3748 3748 1 1 3 0 - - - - 
M0992 1 70.7 67.2 64.2 596 596 1 1 2 0 flag(scrs) - - - 
M1134 1 47 53.2 91.4 3434 3434 1 1 2 0 - - - - 
M1154 1 59.4 62.4 99.5 6801 6801 1 1 0 0 - - - - 
M1204 8 15.9 23 90.4 239.3 1019.3 2.2 3 5 0 - flag(time) - - 
M0830 3 66.4 60.3 95.4 1095 1517.7 1 1 3 0 flag(scrs) - - - 
M1234 3 31.4 53.1 36.2 398.5 665 1.7 2 4 0 - - - - 
M1287 3 75 74.5 79.4 300.5 531.8 1.7 2 3 0 flag(scrs) - - - 
M0295 2 74.2 89.2 100 298.5 510.5 2 2 7 0 - flag(time) - - 
M1191 1 56.8 69.4 94.4 4363 4363 1 1 2 0 - - - - 
M0513 6 61.7 71.1 82.2 621 970.2 1 1 2 0 - - - - 
M0082 1 81 92.2 93.4 706 706 1 1 4 0 - - - - 
M1386 1 67.4 68.3 100 3367 3367 1 1 2 0 - - - - 
M0050 2 77.3 78 77.8 555 852.5 2 2 4 0 - - - - 
M0940 6 62.8 62.5 68.9 96.5 377.6 2.7 4 3 0 flag(scrs) flag(time) - - 
M0429 1 74.9 81.5 98.2 1381 1381 1 1 3 0 - - - - 
M1064 1 78.2 77.5 75.5 264 264 1 1 3 0 flag(scrs) flag(time) - - 
M1338 1 20.8 68.7 99.2 3930 3930 1 1 3 0 - - - - 
M1147 2 38.4 60.3 96.8 1906 2717.5 1 1 2 0 - - - - 
M1409 3 93.7 92.3 93.1 406 591.3 1 1 7 0 flag(scrs) - - - 
M0593 2 29.5 30.6 27.8 315 389.5 1 1 2 0 - - - - 
M1085 3 53.3 58.2 57.3 463 520.3 1 1 3 0 - - - - 
M0193 1 60.6 49.2 68.2 4552 4552 1 1 2 0 flag(scrs) - - - 
M0410 2 60.1 64.2 87.3 1459 2000 1 1 3 0 - - - - 
M0065 4 41.2 60 94.6 657 1244.5 1 1 3 0 - - - - 
M0725 74 81.7 81.1 81.4 14 107.1 21.5 27 3 0 flag(scrs) flag(time) - - 
M0300 1 67 69.7 68.1 1747 1747 1 1 2 0 - - - - 
M0765 4 67.6 84.5 95.7 555 592.5 1 1 2 0 - - - - 
M1067 1 62.8 65.3 75.6 1883 1883 1 1 2 0 - - - - 
M1040 1 61 62.8 65.4 3448 3448 1 1 4 0 - - - - 
M0208 1 89.4 87.8 90.1 936 936 1 1 2 0 flag(scrs) - - - 
M0505 2 60 57.7 72.5 2836 3121.5 1 1 2 0 flag(scrs) - - - 
M0642 3 27.8 37.2 69.5 1472 2647 1 1 3 0 - - - - 
M0297 1 49.7 85.7 99.1 2533 2533 1 1 6 0 - - - - 
M0827 2 54 49.6 48.4 488 670.5 1 1 3 0 flag(scrs) - - - 
M0395 2 72.5 72.6 99.9 2051 4135 1 1 4 0 - - - - 
M1132 1 23.9 57.8 90.9 1558 1558 1 1 8 0 - - - - 
M1357 15 47.4 55.5 97.1 45.8 324.9 9.5 13 6 0 - flag(time) - - 
M0757 6 67 66.7 69.9 152.3 948.6 1.8 3 8 0 flag(scrs) flag(time) - - 
M0493 4 57.6 61.2 66.9 1877 2850.8 1 1 3 0 - - - - 
M0279 2 92.6 91.9 96.7 626 1164.8 2 2 3 0 flag(scrs) - - - 
M0525 1 95.6 93.1 99.8 4048 4048 1 1 3 0 flag(scrs) - - - 
M0329 4 31.6 31.1 40.2 158 433.4 2 2 12 0 flag(scrs) flag(time) flag(seq) - 
M0883 6 59.9 60.6 68.1 2024 2507.6 2.2 3 4 0 - - - - 
M0212 3 40.2 46.4 97.2 557 1085 1 1 2 0 - - - - 
M1290 2 63.6 66 99.1 1353 3583.5 1 1 3 0 - - - - 
M0970 3 82.4 85.8 87.2 174 682.2 1.7 2 3 0 - flag(time) - - 
M1128 1 75.5 77.6 61.9 4056 4056 1 1 2 0 - - - - 
M0440 1 83.7 85.7 85.3 1385 1385 1 1 2 0 - - - - 
M1235 1 62.5 59.2 56.3 5119 5119 1 1 2 0 flag(scrs) - - - 
M0180 1 89.7 85.1 87.4 2076 2076 1 1 3 0 flag(scrs) - - - 
M0919 1 33.2 42 88 4937 4937 1 1 2 0 - - - - 
M1114 1 78.6 76.3 95.6 2360 2360 1 1 4 0 flag(scrs) - - - 
M1195 1 76.1 72.9 73.8 1665 1665 1 1 3 0 flag(scrs) - - - 
M0684 1 26.9 63.5 100 4086 4086 1 1 4 0 - - - - 
M0040 1 80.5 75.4 86.1 932 932 1 1 3 0 flag(scrs) - - - 
M0469 1 17.6 78.9 99.9 1056 1056 1 1 4 0 - - - - 
M1065 2 89.4 89 94.7 588 2821.5 1 1 5 0 flag(scrs) - - - 
M0385 7 77.9 77.7 75.4 416.7 1044 1.7 3 3 0 flag(scrs) - - - 
M0276 2 72.8 65.7 72.9 1331 3137.5 1 1 7 0 flag(scrs) - - - 
M0510 1 0.1 63 100 1778 1778 1 1 5 0 - - - - 
M0048 1 54.8 64.4 67 444 444 1 1 2 0 - - - - 
M0079 1 75.1 87.5 99.6 3651 3651 1 1 3 0 - - - - 
M1395 1 67.8 73.5 97.4 1147 1147 1 1 3 0 - - - - 
M0342 1 57 57.3 38.6 289 289 1 1 3 0 - flag(time) - - 
M0547 2 93.3 89.4 96.6 806 1845 1 1 5 0 flag(scrs) - - - 
M0041 1 63 71.1 85.1 2151 2151 1 1 2 0 - - - - 
M0417 3 61 64.9 89 1438 2375.7 1 1 4 0 - - - - 
M0744 12 81 86.9 98.3 542.6 1607.6 2.8 5 4 0 - - - - 
M0665 1 65.2 74.9 99.9 3058 3058 1 1 2 0 - - - - 
M0127 2 87.6 90.6 96.8 2371 2972 1 1 9 0 - - - - 
M0403 5 85 85 84.7 241.7 623.6 3.4 4 4 0 flag(scrs) flag(time) - - 
M0400 1 62.2 66.4 84.8 3444 3444 1 1 2 0 - - - - 
M0730 3 75 74.3 79.2 224.3 590.1 2.7 3 3 0 flag(scrs) flag(time) - - 
M0046 1 89.3 87.5 88.8 2082 2082 1 1 2 0 flag(scrs) - - - 
M1282 1 62.5 85.3 66.8 1655 1655 1 1 5 0 - - - - 
M0610 2 43.9 51.5 50.5 292 326.5 1 1 7 0 - flag(time) - - 
M0854 1 68.8 68.5 70 1922 1922 1 1 3 0 flag(scrs) - - - 
M0555 1 83.2 95.3 77.8 1422 1422 1 1 6 0 - - - - 
M0543 9 78.9 81 99.2 199.2 1081.2 2.7 4 5 0 - flag(time) - - 
M0563 1 43.4 46.7 89.7 1261 1261 1 1 2 0 - - - - 
M1066 1 71.2 78.6 100 4779 4779 1 1 3 0 - - - - 
M0515 1 51.1 60.1 72.7 1974 1974 1 1 3 0 - - - - 
M1243 8 73 73.3 75.9 1037.3 2759.7 1.9 3 5 0 - - - - 
M1045 3 18.7 23.9 88.7 679 1112.7 1 1 3 0 - - - - 
M1021 15 75.4 76.3 77 184.7 362.9 12.5 15 17 0 - flag(time) flag(seq) - 
M0701 3 85.3 85.8 86.4 516 1508.2 1.7 2 4 0 - - - - 
M1019 6 64.9 75.1 99.3 2175.5 3276.2 1.7 2 4 0 - - - - 
M0045 3 59.7 62.6 74.6 875 3031.3 1 1 2 0 - - - - 
M1393 2 70.8 76.3 77.5 5987 6173 1 1 2 0 - - - - 
M0411 1 68.8 64.2 65.2 6273 6273 1 1 2 0 flag(scrs) - - - 
M0344 9 48.5 52 99.5 386.7 1290.6 4.4 6 4 0 - - - - 
M0039 1 81.6 91.7 96.1 262 262 1 1 4 0 - flag(time) - - 
M0655 3 30 54.1 95.5 1391 1753 1 1 3 0 - - - - 
M1382 1 57.8 93.8 100 2009 2009 1 1 26 0 - - flag(seq) - 
M0026 2 78.8 71.2 81.2 390.5 399 2 2 2 0 flag(scrs) - - - 
M0898 1 90.1 89.7 92.2 712 712 1 1 2 0 flag(scrs) - - - 
M1053 1 83.1 77.5 83.8 2262 2262 1 1 3 0 flag(scrs) - - - 
M1035 7 97.4 98 99.7 562.3 2205.1 2.1 3 15 0 - - flag(seq) - 
M0199 18 95.5 94.1 93.1 51.1 482.6 8.9 14 5 0 flag(scrs) flag(time) - - 
M1163 1 63 74.5 92 1053 1053 1 1 2 0 - - - - 
M0259 2 56 61.5 64.9 504 537.5 1 1 2 0 - - - - 
M1164 1 78.4 86 97.4 1877 1877 1 1 2 0 - - - - 
M0399 1 76.7 79.3 94 2780 2780 1 1 2 0 - - - - 
M0944 9 80.2 90.6 98.2 717 1458.7 4.7 7 8 0 - - - - 
M1372 3 57.7 59.4 57.8 1459 3509.7 1 1 4 0 - - - - 
M0281 1 89.8 86.8 88.2 378 378 1 1 2 0 flag(scrs) - - - 
M0075 1 48.7 93.1 100 2382 2382 1 1 3 0 - - - - 
M1193 6 67.6 68.9 94.2 150.8 552.9 4.7 5 4 0 - flag(time) - - 
M1218 1 92 90.7 96.6 3025 3025 1 1 2 0 flag(scrs) - - - 
M1028 1 40.8 50.7 44.9 347 347 1 1 2 0 - - - - 
M0435 1 40.5 85.8 100 2698 2698 1 1 11 0 - - flag(seq) - 
M0779 2 60.8 59.6 59.6 149.5 206.8 2 2 2 0 flag(scrs) flag(time) - - 
M0179 4 67.3 73 90.2 1280 2481 1 1 4 0 - - - - 
M1421 14 80.8 83.8 81.7 68 581.6 6.9 8 62 0 - flag(time) flag(seq) - 
M0964 1 38.2 55.4 64.3 2242 2242 1 1 2 0 - - - - 
M0853 3 40.5 61.8 96.2 2157 2881.7 1 1 5 0 - - - - 
M0687 12 50.4 51.2 54.9 67.5 309.1 6.5 9 14 0 - flag(time) flag(seq) - 
M1285 4 91.5 90.8 94.1 298 416.5 2.5 3 4 0 flag(scrs) flag(time) - - 
M0453 1 55.3 50.9 53.1 518 518 1 1 2 0 flag(scrs) - - - 
M0220 6 65 70.6 71.5 10.8 57.1 4 4 78 0 - flag(time) flag(seq) - 
M1391 2 60.1 58.6 60.2 611 1059 1 1 3 0 flag(scrs) - - - 
M0609 83 80.3 79.6 80.6 12.3 141 14.3 27 5 0 flag(scrs) flag(time) - - 
M1325 1 78.4 89.2 100 586 586 1 1 3 0 - - - - 
M0914 5 48.1 62.9 97.5 465.8 1542.9 3 4 4 0 - - - - 
M0497 1 0.9 50.3 99.2 1001 1001 1 1 4 0 - - - - 
M1039 1 54.5 87.1 93 3043 3043 1 1 3 0 - - - - 
M0287 3 66.9 67.5 85.6 597.5 923.2 1.7 2 2 0 - - - - 
M0396 2 24.1 23 28.4 1598 4371.5 1 1 15 0 flag(scrs) - flag(seq) - 
M0383 1 39.6 54 75.2 1145 1145 1 1 0 0 - - - - 
M0789 3 65.9 74 67.5 2734 3091.2 1.7 2 3 0 - - - - 
M1170 1 72.7 72.3 66.6 2743 2743 1 1 0 0 flag(scrs) - - - 
M1166 1 59.9 70.8 71.4 1586 1586 1 1 2 0 - - - - 
M0831 1 49.9 48.2 47.8 1180 1180 1 1 2 0 flag(scrs) - - - 
M0332 25 55.5 65.3 98.8 452.6 1431.5 2.9 7 8 0 - - - - 
M1353 12 76.3 80.2 99.5 293.7 1009.2 2.2 3 4 0 - flag(time) - - 
M0015 1 10.7 51 99.3 1350 1350 1 1 4 0 - - - - 
M0296 1 81.9 80.2 80.8 532 532 1 1 3 0 flag(scrs) - - - 
M1271 1 69.8 64 54.7 536 536 1 1 2 0 flag(scrs) - - - 
M0225 1 27.3 79 100 666 666 1 1 5 0 - - - - 
M1013 1 62.8 60.9 51.1 377 377 1 1 2 0 flag(scrs) - - - 
M1069 56 73 74.1 80.1 61.8 370.3 12.8 19 5 0 - flag(time) - - 
M0819 1 83.8 72.5 86.1 5151 5151 1 1 4 0 flag(scrs) - - - 
M0452 3 66.5 71.2 95.5 802.3 1730.4 2.7 3 2 0 - - - - 
M1403 1 0.5 0 0.2 576 576 1 1 87 0 flag(scrs) - flag(seq) - 
M0572 1 53.8 54 56.9 1803 1803 1 1 2 0 - - - - 
M0140 1 79.2 90 97.2 3466 3466 1 1 2 0 - - - - 
M1033 1 91.7 88.1 80.7 1033 1033 1 1 4 0 flag(scrs) - - - 
M0007 1 69.7 73.3 75.3 2604 2604 1 1 2 0 - - - - 
M0034 1 35.4 64.6 72.6 1520 1520 1 1 2 0 - - - - 
M0706 1 99.3 99.1 99 2867 2867 1 1 11 0 flag(scrs) - flag(seq) - 
M1000 1 64.1 66.1 77 3524 3524 1 1 2 0 - - - - 
M1414 16 83.1 85.4 95.6 108.5 1089 6.2 10 6 0 - flag(time) - - 
M1017 17 75.3 80.4 89.5 428.4 911.9 4.3 8 3 0 - - - - 
M1104 1 34 32.5 94.4 2629 2629 1 1 3 0 flag(scrs) - - - 
M0444 1 22.7 37.9 76.1 1929 1929 1 1 2 0 - - - - 
M0837 31 94.1 94.1 94.8 31.6 350 15.9 25 4 0 flag(scrs) flag(time) - - 
M0078 8 40.8 49.2 91.7 1070 2596.7 1.9 3 4 0 - - - - 
M0530 1 20.2 64.7 14.4 4911 4911 1 1 5 0 - - - - 
M0545 1 27.3 77 99.9 733 733 1 1 6 0 - - - - 
M1099 5 72 82 96.8 864 1610.5 2 3 3 0 - - - - 
M0800 3 49.1 57.1 80.7 463 773.8 1.7 2 2 0 - - - - 
